,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,salary,age_log,fnlwgt_log,capital_loss_log,hours_per_week_bins,native_country
3142,3,0,12.0,0,11,4,1,0,0,0,3.8066624897703196,11.770563192323607,0.0,2,2
3143,3,5,10.0,2,1,3,1,0,0,0,2.9444389791664403,12.463165347387221,0.0,1,2
3144,3,3,9.0,2,7,3,1,1,0,0,3.044522437723423,10.84470501593414,0.0,2,1
3145,3,3,9.0,1,1,5,1,0,0,0,3.713572066704308,12.195613135067068,0.0,4,1
3146,4,3,9.0,0,10,1,1,1,0,0,4.418840607796598,12.51446869457906,0.0,1,1
3147,3,3,9.0,1,10,0,1,1,3908,0,3.4339872044851463,12.272061676669288,0.0,2,1
3148,3,3,9.0,1,1,5,0,0,0,0,3.4657359027997265,12.180688168656896,0.0,2,1
3149,4,2,13.0,1,10,0,1,1,0,1,3.8918202981106265,10.566665096473642,0.0,3,1
3150,3,1,11.0,1,2,0,1,1,0,0,3.7612001156935624,11.370785697809106,0.0,6,1
3151,3,5,10.0,2,6,3,1,0,0,0,3.044522437723423,12.390546052100495,0.0,4,1
3152,6,3,9.0,2,12,3,1,1,0,0,3.4657359027997265,12.668695982293084,0.0,2,1
3153,1,2,13.0,3,1,4,0,0,0,0,3.9512437185814275,10.570624377663844,0.0,2,1
3154,2,1,11.0,0,1,4,1,0,0,0,3.9318256327243257,11.866472522167614,0.0,3,1
3155,3,3,9.0,0,10,1,1,0,0,0,3.58351893845611,12.043118327146765,0.0,2,1
3156,4,3,9.0,1,3,0,1,1,0,1,3.4011973816621555,11.27123599636892,0.0,4,2
3157,3,5,10.0,2,3,4,0,0,0,0,3.091042453358316,12.447240773757203,0.0,2,2
3158,2,2,13.0,1,3,0,1,1,0,1,3.9318256327243257,11.611203962230855,0.0,2,1
3159,0,3,9.0,2,0,1,1,0,0,0,3.1780538303479458,11.632333845704053,0.0,2,1
3160,3,5,10.0,2,1,2,1,0,0,0,3.091042453358316,11.834008463805757,0.0,1,1
3161,3,5,10.0,1,2,0,1,1,0,1,3.6635616461296463,11.918770500896679,0.0,3,1
3162,2,0,12.0,1,9,0,1,1,0,1,3.8501476017100584,12.773129253205896,0.0,2,1
3163,3,7,1.0,2,7,1,2,0,0,0,3.1354942159291497,12.388598348151618,0.0,2,2
3164,3,5,10.0,2,7,2,1,0,0,0,2.9444389791664403,12.16760724705493,0.0,1,1
3165,6,5,10.0,2,2,1,1,1,0,0,3.4339872044851463,10.930406899234095,0.0,2,1
3166,3,7,8.0,3,7,4,1,0,0,0,3.58351893845611,11.630815161604795,0.0,2,0
3167,3,5,10.0,0,1,4,0,0,0,0,3.4339872044851463,12.220084026077826,0.0,2,1
3168,3,3,9.0,0,7,1,1,0,0,0,3.9512437185814275,11.376016947702768,0.0,2,1
3169,3,2,13.0,2,3,3,1,1,0,0,3.2188758248682006,11.594892473834218,0.0,2,1
3170,5,6,15.0,1,8,0,1,1,0,1,3.7376696182833684,12.128808158358954,7.543273346705446,2,1
3171,0,4,14.0,1,0,5,2,0,3464,0,3.6635616461296463,11.966818766982586,0.0,2,2
3172,5,7,4.0,1,4,0,1,1,0,1,4.143134726391533,11.899139793486256,0.0,4,1
3173,3,3,9.0,3,6,4,0,0,0,0,3.6888794541139363,12.231618552497912,0.0,2,1
3174,3,3,9.0,1,2,0,1,1,0,0,3.9318256327243257,11.527143902207785,0.0,2,1
3175,3,3,9.0,2,5,3,0,1,0,0,3.091042453358316,12.12252797981983,0.0,2,1
3176,3,3,9.0,3,1,1,1,0,0,0,4.2626798770413155,11.735740962480673,0.0,2,1
3177,4,2,13.0,2,3,3,2,1,0,0,3.2188758248682006,11.98455901517282,0.0,2,2
3178,3,5,10.0,3,10,1,1,0,0,0,4.0943445622221,12.602365819755628,0.0,0,1
3179,6,3,9.0,0,6,3,1,1,0,0,3.5553480614894135,12.763016295053042,0.0,2,1
3180,3,3,9.0,1,11,2,1,1,0,0,2.995732273553991,11.607799185903872,0.0,2,1
3181,3,3,9.0,2,2,1,1,1,0,1,3.4965075614664802,12.761657462866115,0.0,2,1
3182,3,3,9.0,1,7,0,1,1,0,0,3.295836866004329,11.582787292139146,0.0,2,1
3183,5,5,10.0,2,10,1,1,1,0,0,3.295836866004329,11.65879912745977,0.0,3,1
3184,3,5,10.0,1,1,5,1,0,0,0,3.7376696182833684,11.813444786223501,0.0,2,1
3185,6,5,10.0,2,3,3,1,1,0,0,3.044522437723423,11.868962205300354,0.0,2,1
3186,3,7,6.0,0,6,1,0,0,0,0,3.6888794541139363,11.860316445983361,0.0,2,1
3187,0,5,10.0,2,0,3,1,0,0,0,2.8903717578961645,12.531281689872676,7.3796321526095525,1,1
3188,0,2,13.0,0,0,1,1,0,0,0,3.970291913552122,11.813807532885953,0.0,3,1
3189,3,3,9.0,1,6,0,1,1,0,0,4.499809670330265,11.345133835660592,0.0,2,1
3190,3,3,9.0,0,7,4,1,0,0,0,3.6375861597263857,11.655604886491739,0.0,4,1
3191,0,7,7.0,2,0,4,1,0,0,0,2.9444389791664403,12.480760659686496,0.0,2,1
3192,5,2,13.0,1,10,0,1,1,0,1,3.7612001156935624,11.50509488585504,0.0,2,1
3193,3,3,9.0,1,2,0,1,1,0,1,3.295836866004329,12.537962972646275,0.0,3,1
3194,1,3,9.0,2,5,1,2,1,0,0,3.2188758248682006,10.92658575272702,0.0,2,1
3195,3,4,14.0,1,3,0,1,1,0,1,3.6109179126442243,12.309756756807055,0.0,3,2
3196,3,5,10.0,2,1,3,1,1,0,0,3.044522437723423,12.394073875732568,0.0,0,1
3197,3,7,7.0,2,10,3,1,0,0,0,2.833213344056216,11.647631167822519,0.0,2,1
3198,3,7,2.0,0,13,4,1,0,0,0,4.007333185232471,12.317672158107928,0.0,2,2
3199,1,3,9.0,0,1,4,1,0,0,0,3.4965075614664802,11.453101147824563,0.0,2,1
3200,3,5,10.0,2,1,1,2,0,0,0,3.2188758248682006,12.495168717812836,0.0,1,1
3201,3,3,9.0,3,2,1,1,1,0,1,3.6888794541139363,12.23099450013527,0.0,2,1
3202,5,3,9.0,1,12,0,1,1,0,0,4.127134385045092,11.996887471219146,0.0,2,1
3203,3,3,9.0,1,10,0,1,1,0,1,3.8501476017100584,12.136368807080382,0.0,3,1
3204,3,5,10.0,0,1,1,1,0,0,0,4.127134385045092,11.668321083824926,0.0,2,1
3205,3,3,9.0,2,7,3,1,1,0,0,3.4965075614664802,12.229554769677376,0.0,2,1
3206,3,7,8.0,2,12,4,1,1,0,0,3.091042453358316,11.074730532239146,0.0,2,1
3207,3,5,10.0,1,11,0,1,1,2829,0,4.127134385045092,12.38385474790707,0.0,1,1
3208,6,2,13.0,1,4,0,1,1,0,1,3.713572066704308,10.408073751512099,0.0,2,1
3209,3,7,4.0,2,8,2,0,1,0,0,3.8918202981106265,12.364442981501615,0.0,3,1
3211,3,4,14.0,1,10,0,1,1,0,1,3.9318256327243257,12.038316496295522,0.0,2,1
3212,3,3,9.0,1,10,0,1,1,0,0,3.295836866004329,12.358596288164273,0.0,3,1
3213,1,6,15.0,0,3,1,0,1,0,1,4.04305126783455,11.03521219265444,0.0,3,1
3214,3,3,9.0,1,9,0,1,1,0,1,3.912023005428146,11.853076640275775,0.0,2,1
3215,3,5,10.0,2,1,3,1,1,0,0,3.091042453358316,12.12709978203588,0.0,2,1
3216,3,3,9.0,1,6,5,1,0,0,0,3.8501476017100584,12.109848047773157,0.0,2,1
3217,3,5,10.0,0,11,1,1,1,0,0,3.8918202981106265,12.250362221036353,0.0,2,1
3218,3,5,10.0,1,1,5,1,0,7298,1,3.6109179126442243,11.448034881866116,0.0,3,1
3219,3,5,10.0,1,12,0,1,1,0,1,3.784189633918261,12.173001783219286,0.0,5,1
3220,3,3,9.0,2,5,4,0,0,0,0,3.1780538303479458,11.324231648385245,0.0,2,1
3221,5,7,4.0,1,10,0,1,1,0,1,3.6375861597263857,12.551295766941083,0.0,2,1
3222,5,2,13.0,1,10,0,1,1,0,1,3.7376696182833684,11.699728631001294,0.0,3,1
3223,3,7,3.0,3,13,4,2,0,0,0,3.58351893845611,12.615619412324586,0.0,2,0
3225,3,3,9.0,1,6,0,2,1,0,1,3.6635616461296463,11.831539183290127,0.0,2,2
3226,1,3,9.0,1,1,0,1,1,0,0,3.5553480614894135,12.116683899382046,0.0,2,1
3227,3,2,13.0,1,10,0,1,1,0,1,3.6109179126442243,11.561915609142327,0.0,3,1
3228,2,3,9.0,0,1,4,0,0,0,0,3.6109179126442243,11.686113773674624,0.0,2,1
3230,2,2,13.0,2,8,3,1,0,0,0,3.1354942159291497,12.258574958759812,0.0,0,1
3231,3,7,3.0,1,7,0,1,1,0,0,3.367295829986474,12.254548474587214,0.0,2,0
3232,3,0,12.0,1,8,0,1,1,0,1,3.8918202981106265,12.32587142598503,0.0,3,1
3233,3,3,9.0,1,2,0,1,1,0,0,3.4011973816621555,12.278360748440239,0.0,2,1
3234,3,6,16.0,1,8,0,1,1,0,1,3.871201010907891,12.169896094211008,0.0,2,1
3235,3,1,11.0,3,8,4,1,0,0,0,3.7376696182833684,12.726778300648679,0.0,2,1
3236,3,7,7.0,2,10,3,1,1,0,0,2.833213344056216,12.319727170602778,0.0,1,1
3237,3,2,13.0,1,8,5,1,0,15024,1,3.7612001156935624,12.753584041430402,0.0,3,1
3238,3,3,9.0,2,7,3,1,1,0,0,3.332204510175204,11.699197541508532,0.0,1,1
3239,3,7,7.0,2,1,4,0,1,0,0,3.1354942159291497,12.084396416220644,0.0,2,1
3240,3,0,12.0,1,8,5,1,0,0,0,3.258096538021482,11.86999832972797,0.0,5,1
3241,3,3,9.0,0,7,1,1,0,0,0,4.127134385045092,11.939160053083258,0.0,5,1
3243,2,3,9.0,1,9,0,1,1,0,1,3.6109179126442243,12.602998060700836,0.0,2,1
3244,4,3,9.0,1,3,0,1,1,0,0,4.04305126783455,12.185027746934423,0.0,2,1
3245,0,5,10.0,2,0,3,1,1,0,0,3.044522437723423,11.197570677162934,0.0,2,1
3246,6,3,9.0,1,9,3,1,1,0,0,3.2188758248682006,11.963032462501507,0.0,2,1
3247,3,5,10.0,3,2,1,1,1,0,0,3.5263605246161616,12.490525760505175,0.0,3,1
3248,3,2,13.0,1,2,0,1,1,0,0,3.367295829986474,12.251528686253542,0.0,2,2
3249,2,4,14.0,2,8,1,1,0,0,0,3.8918202981106265,12.746158968857092,0.0,5,1
3250,3,7,7.0,2,5,3,1,1,0,0,2.833213344056216,11.628848995039444,0.0,0,1
3251,3,3,9.0,1,2,0,1,1,0,0,3.6888794541139363,11.84204933982167,0.0,3,1
3252,3,3,9.0,0,10,4,1,0,0,0,3.912023005428146,11.495046586082937,0.0,3,1
3253,2,7,8.0,1,5,0,1,1,0,0,3.784189633918261,12.868358475901202,0.0,2,1
3254,3,5,10.0,1,1,0,1,1,0,0,3.2188758248682006,11.6769727259742,0.0,2,1
3255,3,1,11.0,0,3,1,1,1,0,0,3.4011973816621555,12.305641924300335,0.0,2,1
3256,3,3,9.0,1,3,0,1,1,0,1,3.4011973816621555,12.008779572806073,0.0,2,1
3258,3,2,13.0,2,8,3,1,1,0,0,3.4657359027997265,11.687920246377722,0.0,2,1
3259,3,3,9.0,1,6,0,1,1,0,0,3.871201010907891,12.013482547259422,0.0,2,1
3260,5,3,9.0,1,3,0,1,1,0,0,3.713572066704308,11.744782939536291,0.0,2,1
3261,3,5,10.0,2,10,1,1,1,0,0,3.091042453358316,12.690462914011523,0.0,2,1
3262,3,3,9.0,1,12,0,1,1,0,0,3.8501476017100584,12.145951022188793,0.0,1,1
3263,3,5,10.0,1,8,0,1,1,0,1,4.110873864173311,11.652887387348054,0.0,3,1
3264,3,5,10.0,1,4,0,1,1,0,1,4.02535169073515,11.968760441239152,0.0,4,1
3265,3,3,9.0,1,7,5,1,0,4386,1,3.367295829986474,10.857921494188323,0.0,2,1
3266,3,3,9.0,1,10,0,1,1,0,0,3.871201010907891,11.529625244192642,0.0,2,1
3267,3,1,11.0,1,8,0,1,1,7298,1,3.5263605246161616,12.245500068086825,0.0,3,1
3268,2,7,2.0,2,7,1,2,0,0,0,3.828641396489095,12.195961701779446,0.0,1,1
3269,3,3,9.0,2,5,1,1,1,0,0,2.9444389791664403,12.462534912037208,0.0,2,1
3270,3,6,15.0,1,8,0,1,1,0,1,3.5553480614894135,12.83341116533329,0.0,5,1
3271,3,3,9.0,2,1,3,1,0,0,0,2.8903717578961645,11.830382335752194,0.0,2,1
3272,0,3,9.0,3,0,1,1,0,0,0,4.418840607796598,12.436989903142344,0.0,1,1
3273,3,3,9.0,0,13,1,1,0,0,0,3.970291913552122,12.50819741826375,0.0,1,1
3274,3,3,9.0,2,12,2,1,1,0,0,3.367295829986474,12.03015255555672,0.0,3,1
3275,5,6,15.0,1,8,0,1,1,0,0,4.127134385045092,12.330703293792867,0.0,1,1
3276,3,6,16.0,1,8,0,1,1,0,1,4.060443010546419,11.500093486154851,0.0,3,1
3278,3,4,14.0,2,3,4,0,0,0,0,3.6375861597263857,12.390338144976017,0.0,2,1
3279,3,5,10.0,2,5,3,1,0,0,0,2.995732273553991,11.63691144475122,0.0,0,1
3280,3,4,14.0,2,8,1,1,1,0,0,3.367295829986474,12.104914399069227,0.0,2,1
3281,3,5,10.0,2,10,4,1,0,0,0,3.044522437723423,11.692777307863254,0.0,2,1
3282,3,3,9.0,3,12,1,1,1,0,0,3.4339872044851463,12.721121339569036,0.0,2,1
3283,5,1,11.0,1,9,0,1,1,0,0,3.8066624897703196,11.936570970237815,0.0,0,1
3285,3,1,11.0,1,8,0,1,1,0,0,3.6888794541139363,11.688767743166425,0.0,2,1
3286,3,3,9.0,2,6,1,1,0,0,0,3.58351893845611,11.92203724919859,0.0,2,1
3287,3,5,10.0,1,3,0,2,1,0,0,3.8501476017100584,11.468764569184458,0.0,2,1
3288,3,0,12.0,2,1,3,1,0,0,0,3.044522437723423,12.080259958334642,0.0,1,1
3289,6,5,10.0,3,1,4,1,0,0,0,3.332204510175204,12.153541743516879,0.0,3,1
3290,6,3,9.0,1,2,0,1,1,0,0,3.8066624897703196,12.483901332429438,0.0,2,1
3293,3,5,10.0,1,10,0,0,1,0,0,3.332204510175204,12.32165771186522,0.0,2,2
3294,3,5,10.0,0,10,4,0,0,0,0,3.6375861597263857,12.322005080992941,0.0,2,1
3295,3,7,7.0,3,1,4,0,0,0,0,4.007333185232471,12.273235844186193,0.0,2,1
3296,3,5,10.0,2,11,3,1,1,0,0,3.044522437723423,12.694416436131084,0.0,2,1
3297,3,3,9.0,2,7,1,1,1,0,0,3.2188758248682006,11.698990008043017,0.0,2,1
3298,2,4,14.0,1,8,5,1,0,0,1,3.6888794541139363,12.220330517276873,0.0,2,1
3299,3,3,9.0,1,2,0,0,1,0,0,3.9318256327243257,10.92426441790742,0.0,2,1
3300,3,2,13.0,2,3,1,1,0,0,0,3.8066624897703196,10.854063762376834,0.0,2,1
3301,3,3,9.0,2,7,1,1,1,0,0,3.4011973816621555,12.112734020933003,0.0,2,2
3302,3,4,14.0,1,8,0,1,1,99999,1,3.6375861597263857,12.33685965076623,0.0,4,1
3303,1,5,10.0,0,8,1,0,0,0,0,3.9318256327243257,12.29062976328793,0.0,2,1
3304,3,4,14.0,1,3,0,2,1,15024,1,3.6635616461296463,11.28138425178826,0.0,2,1
3305,3,5,10.0,2,1,1,1,1,0,0,3.2188758248682006,12.113008441632632,0.0,2,1
3306,3,2,13.0,1,3,0,1,1,0,1,3.6109179126442243,11.368489114552629,0.0,3,1
3307,3,0,12.0,1,2,0,1,1,0,1,3.4657359027997265,12.128257039357333,7.543273346705446,2,2
3308,3,5,10.0,1,8,0,1,1,0,1,3.4011973816621555,11.968944260690936,0.0,1,1
3309,3,3,9.0,1,7,3,1,1,0,0,3.091042453358316,11.611602697158972,0.0,3,1
3310,3,3,9.0,0,10,3,1,0,0,0,3.295836866004329,11.896274471763684,0.0,2,1
3311,3,2,13.0,2,8,1,1,1,0,0,3.332204510175204,10.577248019295885,0.0,3,1
3312,0,7,6.0,0,0,4,1,1,0,0,3.4011973816621555,11.963300201827,0.0,2,1
3313,3,3,9.0,1,2,0,1,1,3103,1,4.007333185232471,11.52749875681969,0.0,2,1
3314,3,3,9.0,1,3,0,1,1,0,0,3.6375861597263857,11.545615282792886,0.0,2,1
3315,3,3,9.0,1,2,0,1,1,0,0,3.4011973816621555,12.374844484777045,0.0,2,1
3316,3,3,9.0,3,2,4,0,1,0,0,3.871201010907891,11.913109988634467,0.0,3,1
3317,3,5,10.0,2,5,3,1,1,0,0,2.995732273553991,11.607799185903872,0.0,1,1
3319,0,5,10.0,2,0,1,0,0,0,0,2.995732273553991,12.34515174612629,0.0,1,1
3320,3,5,10.0,2,8,3,1,1,0,0,2.995732273553991,12.070905630289682,0.0,0,1
3321,3,4,14.0,1,8,5,1,0,0,1,4.02535169073515,12.785821538360922,0.0,2,1
3322,3,5,10.0,1,10,0,1,1,0,0,3.912023005428146,12.522808538372692,0.0,2,1
3323,5,3,9.0,1,3,0,1,1,0,0,3.6109179126442243,11.830025553054554,0.0,4,1
3324,2,2,13.0,1,9,0,0,1,0,1,3.332204510175204,11.918330571278322,0.0,2,1
3325,3,3,9.0,2,2,3,1,1,0,0,3.4657359027997265,12.05939232628053,0.0,2,1
3326,3,7,8.0,2,6,3,1,1,0,0,2.8903717578961645,12.351008138505398,0.0,2,1
3327,3,3,9.0,2,6,1,1,1,0,0,2.995732273553991,11.568227712754883,0.0,2,1
3328,2,3,9.0,3,8,1,1,0,0,0,4.110873864173311,12.469079011498673,0.0,2,1
3329,3,2,13.0,3,8,1,1,1,0,1,3.871201010907891,12.749602604594234,0.0,2,1
3330,2,2,13.0,3,8,4,0,1,0,0,3.6375861597263857,12.450797633277961,0.0,2,1
3331,3,0,12.0,2,2,3,0,0,0,0,3.5263605246161616,12.836492996181814,0.0,2,1
3332,3,3,9.0,2,1,3,1,1,0,0,2.9444389791664403,12.261294463155368,0.0,0,1
3333,3,7,3.0,1,4,0,1,1,0,0,3.713572066704308,12.381516437966964,0.0,2,0
3334,3,5,10.0,2,1,4,2,0,0,0,3.4965075614664802,12.870668591082188,0.0,2,1
3335,3,5,10.0,2,3,1,1,0,0,0,3.2188758248682006,12.082978028367464,0.0,4,1
3336,5,3,9.0,0,3,1,1,0,0,0,3.332204510175204,12.329166000892089,0.0,2,1
3337,6,4,14.0,2,8,1,2,1,0,0,3.1780538303479458,11.903067099379546,0.0,1,2
3338,2,0,12.0,2,1,3,0,0,0,0,3.091042453358316,12.379231519528105,0.0,2,2
3339,3,7,6.0,1,2,0,1,1,0,0,3.4965075614664802,11.98781712828874,0.0,2,1
3340,3,5,10.0,1,1,0,1,1,0,0,3.4339872044851463,12.252660386144406,0.0,3,1
3341,6,2,13.0,1,11,0,1,1,0,0,3.1354942159291497,10.420821948214945,0.0,2,1
3342,3,5,10.0,2,1,1,1,0,0,0,3.044522437723423,11.480856715444723,0.0,1,1
3343,3,3,9.0,1,6,0,1,1,2580,0,3.332204510175204,12.264770706837766,0.0,2,1
3344,3,2,13.0,1,8,0,1,1,7298,1,3.6375861597263857,10.685377942930462,0.0,4,1
3345,3,3,9.0,2,6,1,2,1,0,0,3.332204510175204,11.916849386059564,0.0,2,2
3346,3,5,10.0,2,1,3,1,1,0,0,2.9444389791664403,12.55653583641661,0.0,1,1
3347,0,5,10.0,1,0,0,1,1,3432,0,4.2626798770413155,11.593491112809795,0.0,1,1
3348,3,2,13.0,1,3,0,1,1,0,1,3.6635616461296463,11.639390701009447,0.0,3,1
3349,3,3,9.0,1,12,0,1,1,0,0,3.2188758248682006,12.038387452669209,0.0,3,1
3350,3,6,15.0,1,8,0,1,1,7688,1,3.5553480614894135,11.369609213515574,0.0,3,1
3351,3,2,13.0,1,3,0,1,1,0,1,3.4657359027997265,11.77572809488001,0.0,3,1
3352,3,3,9.0,2,12,3,1,1,0,0,3.1354942159291497,12.838450193760169,0.0,2,1
3353,3,3,9.0,1,2,0,1,1,0,0,3.6109179126442243,12.744809112457,0.0,2,1
3354,2,5,10.0,1,9,0,1,1,0,1,3.713572066704308,10.424006048273018,0.0,3,1
3355,3,3,9.0,1,5,0,0,1,0,0,4.143134726391533,12.32430891179538,0.0,2,2
3356,3,7,5.0,3,7,1,0,0,0,0,4.189654742026425,12.171129171931971,0.0,2,1
3357,3,3,9.0,1,3,0,1,1,0,0,3.6109179126442243,12.517043907209905,0.0,2,1
3358,3,3,9.0,1,1,0,1,1,0,1,4.110873864173311,12.119179443375806,0.0,2,1
3359,3,5,10.0,1,2,0,2,1,0,0,3.828641396489095,11.733930731782728,0.0,2,2
3360,3,2,13.0,1,8,0,1,1,0,1,3.6888794541139363,12.759641616834998,0.0,2,1
3361,3,0,12.0,3,3,4,1,0,0,0,4.07753744390572,12.041427928735029,0.0,2,1
3362,3,5,10.0,3,10,4,0,0,0,0,3.871201010907891,12.896323134727698,0.0,2,1
3363,1,6,16.0,1,8,0,1,1,15024,1,3.970291913552122,12.204671664614544,0.0,4,2
3364,3,7,5.0,1,7,0,1,1,3137,0,3.6109179126442243,11.276291323473519,0.0,2,1
3365,3,7,7.0,1,2,0,1,1,0,0,3.58351893845611,12.02338702247214,0.0,2,1
3366,3,7,6.0,1,2,0,1,1,0,1,3.9318256327243257,11.220699752468574,0.0,2,1
3367,3,1,11.0,1,6,0,1,1,0,1,3.8501476017100584,12.17958492269307,0.0,2,1
3368,3,3,9.0,1,6,0,2,1,3781,0,3.9512437185814275,12.3486870375391,0.0,2,2
3369,3,5,10.0,1,3,0,1,1,7298,1,3.8918202981106265,12.18388838439429,0.0,2,1
3370,3,3,9.0,0,6,1,0,1,0,0,3.6888794541139363,11.750902454842342,0.0,2,1
3371,1,0,12.0,1,7,0,0,1,0,0,4.0943445622221,10.926316106770525,0.0,2,1
3372,3,7,7.0,1,6,0,1,1,0,0,3.9318256327243257,10.640795148881729,0.0,2,1
3373,2,2,13.0,1,8,5,1,0,0,1,3.970291913552122,12.42454128645914,0.0,3,1
3374,3,5,10.0,2,10,2,1,1,0,0,3.367295829986474,11.693520532238482,0.0,3,1
3375,6,3,9.0,0,1,4,1,0,0,0,3.6109179126442243,10.783342489769069,0.0,2,1
3376,5,3,9.0,1,3,0,1,1,0,1,3.9318256327243257,11.793137203831895,0.0,3,1
3377,3,3,9.0,2,10,1,1,1,0,0,3.1354942159291497,11.913203811724399,0.0,2,1
3378,6,6,16.0,1,8,0,1,1,0,1,3.9512437185814275,11.916054513280846,0.0,2,2
3379,3,5,10.0,1,2,0,1,1,0,1,3.4965075614664802,12.482040119223017,0.0,4,1
3380,3,5,10.0,1,7,0,1,1,0,0,3.4965075614664802,12.423536095569183,0.0,3,1
3381,3,2,13.0,1,3,0,1,1,0,1,3.9512437185814275,11.141600879981794,0.0,3,1
3382,3,3,9.0,2,1,3,1,0,0,0,2.8903717578961645,12.617393906188935,0.0,1,1
3383,3,2,13.0,1,4,0,1,1,0,0,3.713572066704308,12.175005005565277,0.0,2,1
3384,3,5,10.0,0,1,4,1,0,0,0,3.4339872044851463,12.248447034462455,0.0,2,1
3385,3,5,10.0,1,3,0,0,1,0,0,3.367295829986474,12.224879679348383,0.0,2,1
3386,3,2,13.0,2,8,1,1,1,0,0,3.8066624897703196,10.709762505364262,0.0,2,1
3387,1,5,10.0,2,1,1,1,0,0,0,3.091042453358316,12.479220861304917,0.0,2,1
3388,3,3,9.0,1,10,0,1,1,0,0,3.7376696182833684,12.178886426485857,0.0,2,1
3389,3,3,9.0,2,10,1,1,1,0,0,2.995732273553991,12.564327341004116,0.0,3,1
3390,3,5,10.0,1,8,5,1,0,0,1,3.7376696182833684,12.436370543365843,0.0,3,1
3391,3,3,9.0,3,1,1,0,0,0,0,3.7612001156935624,12.396395440209615,0.0,2,1
3392,3,4,14.0,2,8,1,1,0,0,0,3.8066624897703196,12.39189224370396,0.0,2,1
3393,3,2,13.0,2,6,4,0,0,0,0,3.332204510175204,11.848704604312148,0.0,2,1
3394,3,3,9.0,1,12,0,1,1,0,0,3.4657359027997265,11.57816998683063,0.0,2,1
3395,3,7,6.0,2,10,2,0,0,0,0,2.8903717578961645,12.45670295096351,0.0,2,1
3396,3,5,10.0,0,1,1,0,1,0,0,3.871201010907891,11.150318676663964,0.0,2,1
3397,1,7,8.0,2,1,3,0,1,0,0,3.044522437723423,12.037671745226945,0.0,1,1
3398,3,5,10.0,1,6,0,1,1,0,0,3.6888794541139363,11.885591861327008,0.0,2,1
3399,3,5,10.0,3,8,4,1,0,0,0,3.6375861597263857,11.402652904951383,0.0,2,2
3400,3,3,9.0,3,10,1,0,0,0,0,3.9318256327243257,11.953809195642112,0.0,2,1
3401,3,4,14.0,1,8,0,1,1,0,0,3.828641396489095,12.012081260394211,0.0,2,1
3402,3,3,9.0,0,5,1,0,1,0,0,3.6888794541139363,11.914824221198785,0.0,2,1
3403,0,3,9.0,1,0,5,1,0,0,0,3.8918202981106265,11.643190278128667,0.0,4,1
3404,3,5,10.0,1,2,0,1,1,5013,0,3.9512437185814275,12.222890430456333,0.0,2,1
3405,1,5,10.0,1,12,0,1,1,0,1,3.8066624897703196,12.358780856928465,0.0,4,1
3406,3,5,10.0,2,1,1,1,1,0,0,3.1780538303479458,12.845465611383732,7.698936199813447,1,1
3407,2,6,16.0,2,8,1,1,0,7896,1,4.204692619390966,12.158252260972448,0.0,3,1
3408,3,3,9.0,2,5,1,1,1,0,0,4.0943445622221,11.853275885989094,0.0,2,1
3409,5,5,10.0,1,3,0,2,1,3137,0,3.8066624897703196,12.384607876564486,0.0,2,1
3410,5,3,9.0,1,2,0,1,1,0,0,3.970291913552122,12.38896903707497,0.0,4,1
3411,0,1,11.0,1,0,5,1,0,0,0,3.713572066704308,12.263742317544274,7.395721608602045,0,2
3412,6,4,14.0,3,3,4,1,0,4787,1,3.9512437185814275,11.604592653496052,0.0,3,1
3413,3,7,4.0,3,12,1,1,1,0,0,4.2626798770413155,10.932481774323369,0.0,0,1
3414,3,5,10.0,0,1,1,1,0,0,0,3.9889840465642745,11.55618608362813,0.0,2,1
3416,2,2,13.0,1,8,0,1,1,0,1,3.6375861597263857,11.369551507114187,0.0,3,1
3417,3,3,9.0,2,5,3,1,1,0,0,2.995732273553991,12.070905630289682,0.0,2,1
3418,3,3,9.0,1,12,0,1,1,0,1,3.4657359027997265,11.415367761375423,0.0,4,1
3419,2,4,14.0,0,3,1,1,0,0,0,3.6109179126442243,11.40189334054737,0.0,2,1
3420,3,2,13.0,1,1,0,1,1,0,1,3.2188758248682006,12.48374983564088,0.0,3,1
3421,3,5,10.0,0,12,1,1,1,0,1,3.6888794541139363,10.455128770801894,0.0,3,1
3422,6,4,14.0,1,8,0,2,1,0,0,3.4965075614664802,12.207516602522317,0.0,1,2
3424,3,3,9.0,3,1,4,1,0,0,0,3.4657359027997265,11.698790735387547,0.0,2,1
3425,2,7,7.0,2,2,3,1,1,0,0,2.833213344056216,12.182097525480458,0.0,2,1
3426,3,5,10.0,2,10,1,1,1,0,0,3.1354942159291497,12.17688582409519,0.0,2,1
3427,3,3,9.0,1,10,0,1,1,0,0,3.58351893845611,11.584408566592094,0.0,2,1
3428,2,2,13.0,1,9,0,1,1,0,1,3.828641396489095,12.21079647067907,0.0,2,1
3429,3,2,13.0,1,9,0,1,1,15024,1,3.713572066704308,12.79301450924379,0.0,4,1
3430,3,7,6.0,1,5,0,1,1,0,0,3.258096538021482,12.672739463809213,0.0,2,1
3431,3,3,9.0,1,6,0,1,1,0,1,3.784189633918261,12.277639534722667,0.0,3,1
3432,3,3,9.0,2,12,1,1,1,0,0,3.4965075614664802,12.798009021791335,0.0,4,1
3433,4,3,9.0,1,4,0,1,1,0,0,3.58351893845611,12.1030372025725,0.0,3,1
